record_id,employee_id,event_type,effective_date,from_grade,to_grade,from_department,to_department
MOV-00602,MOEI-10219,Promotion,2021-04-10,1,2,Infrastructure & Assets,Infrastructure & Assets
MOV-00603,MOEI-10219,Promotion,2022-08-25,2,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00604,MOEI-10219,Promotion,2024-10-20,3,4,Infrastructure & Assets,Infrastructure & Assets
MOV-00605,MOEI-10220,Hire,2015-01-07,,6,,Housing
MOV-00606,MOEI-10220,Promotion,2024-03-10,6,7,Housing,Housing
MOV-00607,MOEI-10220,Promotion,2025-09-27,7,8,Housing,Housing
MOV-00608,MOEI-10220,Promotion,2026-10-13,8,9,Housing,Housing
MOV-00609,MOEI-10221,Hire,2020-09-19,,3,,Infrastructure & Assets
MOV-00610,MOEI-10221,Transfer,2022-06-15,3,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00611,MOEI-10222,Hire,2017-02-12,,2,,Energy & Clean Energy
MOV-00612,MOEI-10222,Promotion,2021-02-06,2,3,Energy & Clean Energy,Energy & Clean Energy
MOV-00613,MOEI-10222,Promotion,2025-05-23,3,4,Energy & Clean Energy,Energy & Clean Energy
MOV-00614,MOEI-10222,Promotion,2026-06-07,4,5,Energy & Clean Energy,Energy & Clean Energy
MOV-00615,MOEI-10223,Hire,2018-08-14,,3,,Land & Maritime Transport
MOV-00616,MOEI-10223,Promotion,2023-10-08,3,4,Land & Maritime Transport,Land & Maritime Transport
MOV-00617,MOEI-10223,Transfer,2025-10-04,4,4,Land & Maritime Transport,Land & Maritime Transport
MOV-00618,MOEI-10224,Hire,2022-08-14,,2,,"Petroleum, Gas & Mineral Resources"
MOV-00619,MOEI-10224,Promotion,2024-05-03,2,3,"Petroleum, Gas & Mineral Resources","Petroleum, Gas & Mineral Resources"
MOV-00620,MOEI-10225,Hire,2016-06-01,,1,,Human Resources
MOV-00621,MOEI-10225,Promotion,2019-10-24,1,2,Human Resources,Human Resources
MOV-00622,MOEI-10225,Promotion,2022-09-13,2,3,Human Resources,Human Resources
MOV-00623,MOEI-10225,Promotion,2023-12-12,3,4,Human Resources,Human Resources
MOV-00624,MOEI-10226,Hire,2006-09-19,,1,,Energy & Clean Energy
MOV-00625,MOEI-10226,Promotion,2023-08-29,1,2,Energy & Clean Energy,Energy & Clean Energy
MOV-00626,MOEI-10226,Promotion,2025-05-20,2,3,Energy & Clean Energy,Energy & Clean Energy
MOV-00627,MOEI-10226,Promotion,2026-06-05,3,4,Energy & Clean Energy,Energy & Clean Energy
MOV-00628,MOEI-10226,Promotion,2027-06-21,4,5,Energy & Clean Energy,Energy & Clean Energy
MOV-00629,MOEI-10226,Promotion,2028-07-06,5,6,Energy & Clean Energy,Energy & Clean Energy
MOV-00630,MOEI-10227,Hire,2017-03-20,,1,,"Petroleum, Gas & Mineral Resources"
MOV-00631,MOEI-10227,Promotion,2024-08-17,1,2,"Petroleum, Gas & Mineral Resources","Petroleum, Gas & Mineral Resources"
MOV-00632,MOEI-10227,Promotion,2025-09-10,2,3,"Petroleum, Gas & Mineral Resources","Petroleum, Gas & Mineral Resources"
MOV-00633,MOEI-10227,Promotion,2026-09-25,3,4,"Petroleum, Gas & Mineral Resources","Petroleum, Gas & Mineral Resources"
MOV-00634,MOEI-10228,Hire,2020-08-13,,1,,Corporate Communication
MOV-00635,MOEI-10228,Promotion,2021-10-20,1,2,Corporate Communication,Corporate Communication
MOV-00636,MOEI-10229,Hire,2021-03-20,,4,,Land & Maritime Transport
MOV-00637,MOEI-10229,Promotion,2024-05-02,4,5,Land & Maritime Transport,Land & Maritime Transport
MOV-00638,MOEI-10230,Hire,2015-02-12,,2,,Procurement & Contracts
MOV-00639,MOEI-10230,Promotion,2024-02-28,2,3,Procurement & Contracts,Procurement & Contracts
MOV-00640,MOEI-10230,Promotion,2026-03-15,3,4,Procurement & Contracts,Procurement & Contracts
MOV-00641,MOEI-10230,Promotion,2027-03-31,4,5,Procurement & Contracts,Procurement & Contracts
MOV-00642,MOEI-10231,Hire,2014-02-12,,1,,Infrastructure & Assets
MOV-00643,MOEI-10231,Promotion,2020-02-02,1,2,Infrastructure & Assets,Infrastructure & Assets
MOV-00644,MOEI-10231,Promotion,2021-12-29,2,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00645,MOEI-10231,Transfer,2023-10-03,3,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00646,MOEI-10231,Promotion,2025-08-12,3,4,Infrastructure & Assets,Infrastructure & Assets
MOV-00647,MOEI-10232,Hire,2012-12-01,,2,,Strategy & Future Foresight
MOV-00648,MOEI-10232,Promotion,2019-09-23,2,3,Strategy & Future Foresight,Strategy & Future Foresight
MOV-00649,MOEI-10232,Promotion,2020-12-03,3,4,Strategy & Future Foresight,Strategy & Future Foresight
MOV-00650,MOEI-10232,Promotion,2025-03-26,4,5,Strategy & Future Foresight,Strategy & Future Foresight
MOV-00651,MOEI-10232,Transfer,2026-04-28,5,5,Strategy & Future Foresight,Strategy & Future Foresight
MOV-00652,MOEI-10233,Hire,2022-04-26,,1,,Information Technology
MOV-00653,MOEI-10234,Hire,2020-04-25,,2,,Energy & Clean Energy
MOV-00654,MOEI-10234,Promotion,2023-05-25,2,3,Energy & Clean Energy,Energy & Clean Energy
MOV-00655,MOEI-10234,Promotion,2025-11-19,3,4,Energy & Clean Energy,Energy & Clean Energy
MOV-00656,MOEI-10235,Hire,2015-08-14,,2,,Land & Maritime Transport
MOV-00657,MOEI-10235,Promotion,2023-08-05,2,3,Land & Maritime Transport,Land & Maritime Transport
MOV-00658,MOEI-10235,Promotion,2025-08-06,3,4,Land & Maritime Transport,Land & Maritime Transport
MOV-00659,MOEI-10235,Promotion,2026-08-22,4,5,Land & Maritime Transport,Land & Maritime Transport
MOV-00660,MOEI-10236,Hire,2015-02-12,,3,,Infrastructure & Assets
MOV-00661,MOEI-10236,Promotion,2020-05-24,3,4,Infrastructure & Assets,Infrastructure & Assets
MOV-00662,MOEI-10236,Promotion,2024-02-26,4,5,Infrastructure & Assets,Infrastructure & Assets
MOV-00663,MOEI-10236,Promotion,2025-12-05,5,6,Infrastructure & Assets,Infrastructure & Assets
MOV-00664,MOEI-10237,Hire,2012-01-07,,5,,Corporate Communication
MOV-00665,MOEI-10237,Promotion,2023-11-29,5,6,Corporate Communication,Corporate Communication
MOV-00666,MOEI-10237,Promotion,2024-12-20,6,7,Corporate Communication,Corporate Communication
MOV-00667,MOEI-10237,Promotion,2026-01-12,7,8,Corporate Communication,Corporate Communication
MOV-00668,MOEI-10237,Promotion,2027-01-28,8,9,Corporate Communication,Corporate Communication
MOV-00669,MOEI-10238,Hire,2026-01-06,,1,,Internal Audit
MOV-00670,MOEI-10239,Hire,2026-01-06,,5,,Corporate Communication
MOV-00671,MOEI-10240,Hire,2022-01-06,,1,,Procurement & Contracts
MOV-00672,MOEI-10240,Promotion,2023-11-24,1,2,Procurement & Contracts,Procurement & Contracts
MOV-00673,MOEI-10241,Hire,2024-07-08,,2,,Infrastructure & Assets
MOV-00674,MOEI-10242,Hire,2021-08-13,,2,,Infrastructure & Assets
MOV-00675,MOEI-10242,Promotion,2023-04-29,2,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00676,MOEI-10243,Hire,2003-08-14,,1,,Finance
MOV-00677,MOEI-10243,Promotion,2012-08-26,1,2,Finance,Finance
MOV-00678,MOEI-10243,Promotion,2013-12-18,2,3,Finance,Finance
MOV-00679,MOEI-10243,Promotion,2020-02-15,3,4,Finance,Finance
MOV-00680,MOEI-10243,Promotion,2023-03-15,4,5,Finance,Finance
MOV-00681,MOEI-10243,Promotion,2025-05-11,5,6,Finance,Finance
MOV-00682,MOEI-10243,Promotion,2026-05-27,6,7,Finance,Finance
MOV-00683,MOEI-10243,Promotion,2027-06-12,7,8,Finance,Finance
MOV-00684,MOEI-10244,Hire,2020-06-01,,1,,Legal Affairs
MOV-00685,MOEI-10244,Promotion,2024-06-15,1,2,Legal Affairs,Legal Affairs
MOV-00686,MOEI-10245,Hire,2010-03-20,,1,,Infrastructure & Assets
MOV-00687,MOEI-10245,Promotion,2023-04-26,1,2,Infrastructure & Assets,Infrastructure & Assets
MOV-00688,MOEI-10245,Promotion,2024-07-06,2,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00689,MOEI-10245,Promotion,2026-04-14,3,4,Infrastructure & Assets,Infrastructure & Assets
MOV-00690,MOEI-10245,Promotion,2027-04-30,4,5,Infrastructure & Assets,Infrastructure & Assets
MOV-00691,MOEI-10245,Promotion,2028-05-14,5,6,Infrastructure & Assets,Infrastructure & Assets
MOV-00692,MOEI-10246,Hire,2020-04-25,,2,,Internal Audit
MOV-00693,MOEI-10246,Promotion,2025-01-01,2,3,Internal Audit,Internal Audit
MOV-00694,MOEI-10246,Promotion,2026-02-14,3,4,Internal Audit,Internal Audit
MOV-00695,MOEI-10247,Hire,2019-01-07,,3,,Energy & Clean Energy
MOV-00696,MOEI-10247,Promotion,2025-03-04,3,4,Energy & Clean Energy,Energy & Clean Energy
MOV-00697,MOEI-10247,Promotion,2026-04-26,4,5,Energy & Clean Energy,Energy & Clean Energy
MOV-00698,MOEI-10248,Hire,2022-04-26,,3,,Corporate Communication
MOV-00699,MOEI-10248,Transfer,2024-11-29,3,3,Corporate Communication,Corporate Communication
MOV-00700,MOEI-10249,Hire,2025-08-13,,3,,Electricity & Water
MOV-00701,MOEI-10250,Hire,2021-06-01,,2,,Finance
MOV-00702,MOEI-10250,Promotion,2023-07-10,2,3,Finance,Finance
MOV-00703,MOEI-10251,Hire,2022-09-19,,5,,Human Resources
MOV-00704,MOEI-10251,Transfer,2026-04-30,5,5,Human Resources,Human Resources
MOV-00705,MOEI-10252,Hire,2026-01-06,,3,,Information Technology
MOV-00706,MOEI-10253,Hire,2020-07-08,,2,,Infrastructure & Assets
MOV-00707,MOEI-10253,Promotion,2022-04-20,2,3,Infrastructure & Assets,Infrastructure & Assets
MOV-00708,MOEI-10254,Hire,2019-04-26,,1,,Land & Maritime Transport
MOV-00709,MOEI-10254,Promotion,2021-01-14,1,2,Land & Maritime Transport,Land & Maritime Transport
MOV-00710,MOEI-10255,Hire,2016-06-01,,4,,Information Technology
MOV-00711,MOEI-10255,Promotion,2020-03-11,4,5,Information Technology,Information Technology
MOV-00712,MOEI-10255,Promotion,2024-06-28,5,6,Information Technology,Information Technology
MOV-00713,MOEI-10255,Promotion,2025-09-01,6,7,Information Technology,Information Technology
MOV-00714,MOEI-10256,Hire,2018-06-01,,7,,Land & Maritime Transport
MOV-00715,MOEI-10256,Promotion,2020-01-11,7,8,Land & Maritime Transport,Land & Maritime Transport
MOV-00716,MOEI-10256,Transfer,2024-08-15,8,8,Land & Maritime Transport,Land & Maritime Transport
MOV-00717,MOEI-10257,Hire,2019-08-14,,1,,Housing
MOV-00718,MOEI-10257,Transfer,2026-01-08,1,1,Housing,Housing
MOV-00719,MOEI-10257,Promotion,2027-01-23,1,2,Housing,Housing
MOV-00720,MOEI-10258,Hire,2019-04-26,,1,,Energy & Clean Energy
MOV-00721,MOEI-10258,Promotion,2021-06-23,1,2,Energy & Clean Energy,Energy & Clean Energy
MOV-00722,MOEI-10258,Promotion,2023-09-21,2,3,Energy & Clean Energy,Energy & Clean Energy
MOV-00723,MOEI-10259,Hire,2015-02-12,,3,,Land & Maritime Transport
MOV-00724,MOEI-10259,Promotion,2019-07-09,3,4,Land & Maritime Transport,Land & Maritime Transport
MOV-00725,MOEI-10259,Promotion,2025-05-18,4,5,Land & Maritime Transport,Land & Maritime Transport
MOV-00726,MOEI-10259,Promotion,2026-06-02,5,6,Land & Maritime Transport,Land & Maritime Transport
MOV-00727,MOEI-10260,Hire,2019-10-26,,1,,Customer Happiness
MOV-00728,MOEI-10260,Promotion,2023-05-04,1,2,Customer Happiness,Customer Happiness
MOV-00729,MOEI-10260,Promotion,2024-12-03,2,3,Customer Happiness,Customer Happiness
